year,latitude,longitude,co2
1/1/2014,15.4167,-61.3333,0.14
1/1/2014,15.5,-90.25,17.93
1/1/2014,17.05,-61.8,0.53
1/1/2014,17.25,-88.75,0.49
1/1/2014,17.3333,-62.75,0.23
1/1/2014,18.25,-77.5,7.42
1/1/2014,18.5,-64.5,0.18
1/1/2014,19,-72.4167,2.82
1/1/2014,19,-70.6667,20.99
1/1/2014,21.5,-80,34.63
1/1/2014,21.75,-71.5833,0.21
1/1/2014,23,-102,482.53
1/1/2014,24.25,-76,2.41
1/1/2014,32.3333,-64.75,0.58
1/1/2014,38,-97,"5,568.76"
1/1/2014,60,-95,568.01
1/1/2014,72,-40,0.51
1/1/2014,-41,174,35.61
1/1/2014,-27,133,393.46
1/1/2014,-21.5,165.5,4.27
1/1/2014,-20,-175,0.12
1/1/2014,-18,175,1.15
1/1/2014,-16,167,0.15
1/1/2014,-15,-140,0.8
1/1/2014,-13.5833,-172.3333,0.2
1/1/2014,-8,159,0.2
1/1/2014,-8,178,0.01
1/1/2014,-6,147,6.29
1/1/2014,-0.5333,166.9167,0.05
1/1/2014,1.4167,173,0.06
1/1/2014,6.9167,158.25,0.15
1/1/2014,7.5,134.5,0.26
1/1/2014,9,168,0.1
1/1/2014,-34,-64,202.67
1/1/2014,-33,-56,6.66
1/1/2014,-30,-71,80.98
1/1/2014,-23,-58,5.59
1/1/2014,-17,-65,20.03
1/1/2014,-17,-65,20.03
1/1/2014,-10,-76,60.58
1/1/2014,-10,-55,519.53
1/1/2014,-2,-77.5,43.2
1/1/2014,4,-72,83.42
1/1/2014,4,-56,1.98
1/1/2014,5,-59,2.01
1/1/2014,8,-66,184.24
1/1/2014,8,-66,184.24
1/1/2013,-29.5,28.5,2.43
1/1/2013,-29,24,464.62
1/1/2013,-22,17,2.6
1/1/2013,-22,24,5.18
1/1/2013,-20.2833,57.55,4.07
1/1/2013,-20,30,11.54
1/1/2013,-20,47,3.09
1/1/2013,-18.25,35,3.87
1/1/2013,-15,30,3.76
1/1/2013,-13.5,34,1.19
1/1/2013,-12.5,18.5,32.37
1/1/2013,-12.1667,44.25,0.18
1/1/2013,-6,35,10.91
1/1/2013,-4.5833,55.6667,0.4
1/1/2013,-3.5,30,0.28
1/1/2013,-2,30,0.79
1/1/2013,-1,11.75,5.26
1/1/2013,-1,15,3.06
1/1/2013,0,25,3.54
1/1/2013,1,7,0.11
1/1/2013,1,32,4.65
1/1/2013,1,38,12.77
1/1/2013,2,10,5.16
1/1/2013,6,12,6.62
1/1/2013,6.5,-9.5,0.94
1/1/2013,7,21,0.3
1/1/2013,8,-5,9.53
1/1/2013,8,-5,9.53
1/1/2013,8,-2,14.28
1/1/2013,8,1.1667,2.24
1/1/2013,8,38,10.08
1/1/2013,8.5,-11.5,1.03
1/1/2013,9.5,2.25,5.65
1/1/2013,10,8,95.87
1/1/2013,10,49,0.61
1/1/2013,11,-10,2.26
1/1/2013,11.5,43,0.59
1/1/2013,12,-15,0.26
1/1/2013,13,-2,2.99
1/1/2013,13.4667,-16.5667,0.43
1/1/2013,14,-14,7.85
1/1/2013,15,19,0.68
1/1/2013,15,30,15.08
1/1/2013,15,39,0.64
1/1/2013,16,8,1.94
1/1/2013,17,-4,1.03
1/1/2013,20,-12,2.32
1/1/2013,25,17,56
1/1/2013,25,17,56
1/1/2013,27,30,208.45
1/1/2013,28,3,132.43
1/1/2013,32,-5,58.83
1/1/2013,34,9,26.87
1/1/2013,-8.55,125.5167,0.44
1/1/2013,-5,120,486.13
1/1/2013,1.3667,103.8,55.63
1/1/2013,2.5,112.5,233.83
1/1/2013,3.25,73,1.09
1/1/2013,4.5,114.6667,7.63
1/1/2013,4.5,114.6667,7.63
1/1/2013,7,81,15.25
1/1/2013,13,105,5.48
1/1/2013,13,122,95.72
1/1/2013,15,48,24.98
1/1/2013,15,100,296.9
1/1/2013,16,106,140.44
1/1/2013,16,106,140.44
1/1/2013,20,77,"1,997.88"
1/1/2013,21,57,60.66
1/1/2013,22,98,12.72
1/1/2013,22,98,12.72
1/1/2013,22.1667,113.55,1.18
1/1/2013,22.25,114.1667,44.76
1/1/2013,24,54,168.21
1/1/2013,24,90,67.71
1/1/2013,25,45,540.81
1/1/2013,25.5,51.25,84.15
1/1/2013,26,50.55,31.08
1/1/2013,27.5,90.5,0.85
1/1/2013,28,84,6.28
1/1/2013,29.3375,47.6581,97.81
1/1/2013,30,70,160.6
1/1/2013,31,36,23.74
1/1/2013,31.5,34.75,66
1/1/2013,32,53,608.96
1/1/2013,33,44,163.57
1/1/2013,33,65,10
1/1/2013,33.8333,35.8333,22.2
1/1/2013,35,33,6.49
1/1/2013,35,38,35.81
1/1/2013,35,105,"9,796.53"
1/1/2013,36,138,"1,314.07"
1/1/2013,37,127.5,591.54
1/1/2013,37,127.5,591.54
1/1/2013,39,35,346.78
1/1/2013,39,71,3.44
1/1/2013,40,45,5.55
1/1/2013,40,60,66.37
1/1/2013,40,127,35.16
1/1/2013,40.5,47.5,35.58
1/1/2013,41,64,102.65
1/1/2013,41,75,9.66
1/1/2013,42,43.5,7.66
1/1/2013,46,105,38.69
1/1/2013,48,68,239.84
1/1/2013,60,100,"1,665.99"
1/1/2013,60,100,"1,665.99"
1/1/2013,35,33,6.49
1/1/2013,35.8333,14.5833,2.47
1/1/2013,39,22,81.72
1/1/2013,39,35,346.78
1/1/2013,39.5,-8,48.08
1/1/2013,40,-4,252.68
1/1/2013,40,45,5.55
1/1/2013,40.5,47.5,35.58
1/1/2013,41,20,5.06
1/1/2013,41.8333,22,7.84
1/1/2013,42,19,2.25
1/1/2013,42,43.5,7.66
1/1/2013,42.5,1.6,0.48
1/1/2013,42.8333,12.8333,363.4
1/1/2013,43,25,42.59
1/1/2013,44,18,21.8
1/1/2013,44,21,44.55
1/1/2013,45.1667,15.5,18.59
1/1/2013,46,2,374.26
1/1/2013,46,15,15.17
1/1/2013,46,25,76.83
1/1/2013,47,8,43.18
1/1/2013,47,20,43.77
1/1/2013,47,29,4.9
1/1/2013,47.1667,9.5333,0.19
1/1/2013,47.3333,13.3333,68
1/1/2013,48,68,239.84
1/1/2013,48.6667,19.5,35.63
1/1/2013,49,32,296.07
1/1/2013,49.75,6.1667,10.23
1/1/2013,49.75,15.5,106.4
1/1/2013,50.8333,4,101.97
1/1/2013,51,9,832.64
1/1/2013,52,20,319.91
1/1/2013,52.5,5.75,164.76
1/1/2013,53,-8,37.18
1/1/2013,53,28,64.42
1/1/2013,54,-2,477.73
1/1/2013,56,10,41.83
1/1/2013,56,24,13.11
1/1/2013,57,25,7.42
1/1/2013,59,26,19.7
1/1/2013,60,100,"1,665.99"
1/1/2013,60,100,"1,665.99"
1/1/2013,62,10,44.3
1/1/2013,62,15,44.77
1/1/2013,64,26,51.9
1/1/2013,65,-18,3.48
1/1/2013,9,-80,10.45
1/1/2013,10,-84,7.43
1/1/2013,11,-61,46.42
1/1/2013,11,-61,46.42
1/1/2013,12.1167,-61.6667,0.3
1/1/2013,12.5,-69.9667,0.86
1/1/2013,13,-85,4.48
1/1/2013,13.1667,-59.5333,1.43
1/1/2013,13.25,-61.2,0.21
1/1/2013,13.25,-61.2,0.21
1/1/2013,13.25,-61.2,0.21
1/1/2013,13.8333,-88.9167,6.09
1/1/2013,13.8833,-61.1333,0.41
1/1/2013,15,-86.5,8.87
1/1/2013,15.4167,-61.3333,0.13
1/1/2013,15.5,-90.25,13.3
1/1/2013,17.05,-61.8,0.52
1/1/2013,17.25,-88.75,0.51
1/1/2013,17.3333,-62.75,0.22
1/1/2013,18.25,-77.5,8.04
1/1/2013,18.5,-64.5,0.18
1/1/2013,19,-72.4167,2.37
1/1/2013,19,-70.6667,20.96
1/1/2013,21.5,-80,34.59
1/1/2013,21.75,-71.5833,0.2
1/1/2013,23,-102,492.56
1/1/2013,24.25,-76,2.8
1/1/2013,32.3333,-64.75,0.46
1/1/2013,38,-97,"5,519.61"
1/1/2013,60,-95,568.89
1/1/2013,72,-40,0.55
1/1/2013,-41,174,35.21
1/1/2013,-27,133,398.16
1/1/2013,-21.5,165.5,4.23
1/1/2013,-20,-175,0.11
1/1/2013,-18,175,1.13
1/1/2013,-16,167,0.11
1/1/2013,-15,-140,0.82
1/1/2013,-13.5833,-172.3333,0.2
1/1/2013,-8,159,0.2
1/1/2013,-8,178,0.01
1/1/2013,-6,147,6.16
1/1/2013,-0.5333,166.9167,0.04
1/1/2013,1.4167,173,0.06
1/1/2013,6.9167,158.25,0.14
1/1/2013,7.5,134.5,0.26
1/1/2013,9,168,0.1
1/1/2013,-34,-64,188.43
1/1/2013,-33,-56,7.49
1/1/2013,-30,-71,81.68
1/1/2013,-23,-58,5.33
1/1/2013,-17,-65,18.57
1/1/2013,-17,-65,18.57
1/1/2013,-10,-76,55.98
1/1/2013,-10,-55,493.59
1/1/2013,-2,-77.5,40.25
1/1/2013,4,-72,89
1/1/2013,4,-56,1.9
1/1/2013,5,-59,1.93
1/1/2013,8,-66,182.87
1/1/2013,8,-66,182.87
1/1/2012,-29.5,28.5,2.4
1/1/2012,-29,24,467.08
1/1/2012,-22,17,3.36
1/1/2012,-22,24,4.19
1/1/2012,-20.2833,57.55,3.96
1/1/2012,-20,30,7.61
1/1/2012,-20,47,2.68
1/1/2012,-18.25,35,2.98
1/1/2012,-15,30,3.48
1/1/2012,-13.5,34,1.08
1/1/2012,-12.5,18.5,33.19
1/1/2012,-12.1667,44.25,0.14
1/1/2012,-6,35,9.24
1/1/2012,-4.5833,55.6667,0.44
1/1/2012,-3.5,30,0.27
1/1/2012,-2,30,0.72
1/1/2012,-1,11.75,5.08
1/1/2012,-1,15,2.95
1/1/2012,0,25,2.35
1/1/2012,1,7,0.11
1/1/2012,1,32,3.86
1/1/2012,1,38,11.97
1/1/2012,2,10,5.11
1/1/2012,6,12,5.98
1/1/2012,6.5,-9.5,1.01
1/1/2012,7,21,0.29
1/1/2012,8,-5,8.34
1/1/2012,8,-5,8.34
1/1/2012,8,-2,11.52
1/1/2012,8,1.1667,2.29
1/1/2012,8,38,8.15
1/1/2012,8.5,-11.5,0.86
1/1/2012,9.5,2.25,5.31
1/1/2012,10,8,96.57
1/1/2012,10,49,0.61
1/1/2012,11,-10,2.54
1/1/2012,11.5,43,0.52
1/1/2012,12,-15,0.25
1/1/2012,13,-2,2.55
1/1/2012,13.4667,-16.5667,0.45
1/1/2012,14,-14,7.36
1/1/2012,15,19,0.6
1/1/2012,15,30,14.22
1/1/2012,15,39,0.63
1/1/2012,16,8,1.86
1/1/2012,17,-4,0.99
1/1/2012,20,-12,2.33
1/1/2012,25,17,52.41
1/1/2012,25,17,52.41
1/1/2012,27,30,211.99
1/1/2012,28,3,128.11
1/1/2012,32,-5,62.48
1/1/2012,34,9,26.31
1/1/2012,-8.55,125.5167,0.29
1/1/2012,-5,120,633.15
1/1/2012,1.3667,103.8,36.34
1/1/2012,2.5,112.5,215.9
1/1/2012,3.25,73,1.11
1/1/2012,4.5,114.6667,9.49
1/1/2012,4.5,114.6667,9.49
1/1/2012,7,81,15.78
1/1/2012,13,105,5.33
1/1/2012,13,122,88.93
1/1/2012,15,48,18.24
1/1/2012,15,100,293.66
1/1/2012,16,106,135.38
1/1/2012,16,106,135.38
1/1/2012,20,77,"1,983.76"
1/1/2012,21,57,58.34
1/1/2012,22,98,10.95
1/1/2012,22,98,10.95
1/1/2012,22.1667,113.55,1.31
1/1/2012,22.25,114.1667,43.19
1/1/2012,24,54,173.92
1/1/2012,24,90,65.6
1/1/2012,25,45,563.18
1/1/2012,25.5,51.25,93.22
1/1/2012,26,50.55,26.45
1/1/2012,27.5,90.5,0.75
1/1/2012,28,84,5.52
1/1/2012,29.3375,47.6581,101.89
1/1/2012,30,70,159.73
1/1/2012,31,36,23.81
1/1/2012,31.5,34.75,74.78
1/1/2012,32,53,600.68
1/1/2012,33,44,151.09
1/1/2012,33,65,10.74
1/1/2012,33.8333,35.8333,22.37
1/1/2012,35,33,7.17
1/1/2012,35,38,43.79
1/1/2012,35,105,"9,633.90"
1/1/2012,36,138,"1,302.08"
1/1/2012,37,127.5,583.63
1/1/2012,37,127.5,583.63
1/1/2012,39,35,354.13
1/1/2012,39,71,2.91
1/1/2012,40,45,5.75
1/1/2012,40,60,64.53
1/1/2012,40,127,48.23
1/1/2012,40.5,47.5,35.5
1/1/2012,41,64,115.12
1/1/2012,41,75,10
1/1/2012,42,43.5,8.25
1/1/2012,46,105,26.19
1/1/2012,48,68,233.86
1/1/2012,60,100,"1,726.10"
1/1/2012,60,100,"1,726.10"
1/1/2012,35,33,7.17
1/1/2012,35.8333,14.5833,2.81
1/1/2012,39,22,91.42
1/1/2012,39,35,354.13
1/1/2012,39.5,-8,49.88
1/1/2012,40,-4,279.27
1/1/2012,40,45,5.75
1/1/2012,40.5,47.5,35.5
1/1/2012,41,20,4.91
1/1/2012,41.8333,22,8.96
1/1/2012,42,19,2.33
1/1/2012,42,43.5,8.25
1/1/2012,42.5,1.6,0.49
1/1/2012,42.8333,12.8333,391.99
1/1/2012,43,25,48.27
1/1/2012,44,18,22.14
1/1/2012,44,21,43.72
1/1/2012,45.1667,15.5,19.24
1/1/2012,46,2,374.11
1/1/2012,46,15,15.8
1/1/2012,46,25,86.32
1/1/2012,47,8,42.25
1/1/2012,47,20,46.81
1/1/2012,47,29,4.77
1/1/2012,47.1667,9.5333,0.19
1/1/2012,47.3333,13.3333,67.66
1/1/2012,48,68,233.86
1/1/2012,48.6667,19.5,36.11
1/1/2012,49,32,303.71
1/1/2012,49.75,6.1667,10.79
1/1/2012,49.75,15.5,110.91
1/1/2012,50.8333,4,101.4
1/1/2012,51,9,815.2
1/1/2012,52,20,324.22
1/1/2012,52.5,5.75,164.95
1/1/2012,53,-8,38.19
1/1/2012,53,28,63.67
1/1/2012,54,-2,487.67
1/1/2012,56,10,39.88
1/1/2012,56,24,14.13
1/1/2012,57,25,7.58
1/1/2012,59,26,17.94
1/1/2012,60,100,"1,726.10"
1/1/2012,60,100,"1,726.10"
1/1/2012,62,10,44.56
1/1/2012,62,15,46.4
1/1/2012,64,26,51.11
1/1/2012,65,-18,3.49
1/1/2012,9,-80,9.85
1/1/2012,10,-84,7.61
1/1/2012,11,-61,45.31
1/1/2012,11,-61,45.31
1/1/2012,12.1167,-61.6667,0.27
1/1/2012,12.5,-69.9667,1.35
1/1/2012,13,-85,4.55
1/1/2012,13.1667,-59.5333,1.45
1/1/2012,13.25,-61.2,0.25
1/1/2012,13.25,-61.2,0.25
1/1/2012,13.25,-61.2,0.25
1/1/2012,13.8333,-88.9167,6.51
1/1/2012,13.8833,-61.1333,0.41
1/1/2012,15,-86.5,8.79
1/1/2012,15.4167,-61.3333,0.14
1/1/2012,15.5,-90.25,11.65
1/1/2012,17.05,-61.8,0.52
1/1/2012,17.25,-88.75,0.48
1/1/2012,17.3333,-62.75,0.22
1/1/2012,18.25,-77.5,7.42
1/1/2012,18.5,-64.5,0.18
1/1/2012,19,-72.4167,2.28
1/1/2012,19,-70.6667,21.65
1/1/2012,21.5,-80,35.93
1/1/2012,21.75,-71.5833,0.2
1/1/2012,23,-102,498.66
1/1/2012,24.25,-76,1.97
1/1/2012,32.3333,-64.75,0.48
1/1/2012,38,-97,"5,366.73"
1/1/2012,60,-95,563.68
1/1/2012,72,-40,0.57
1/1/2012,-41,174,35.97
1/1/2012,-27,133,407.15
1/1/2012,-21.5,165.5,3.61
1/1/2012,-20,-175,0.11
1/1/2012,-18,175,1.04
1/1/2012,-16,167,0.11
1/1/2012,-15,-140,0.81
1/1/2012,-13.5833,-172.3333,0.2
1/1/2012,-8,159,0.2
1/1/2012,-8,178,0.01
1/1/2012,-6,147,5.05
1/1/2012,-0.5333,166.9167,0.04
1/1/2012,1.4167,173,0.06
1/1/2012,6.9167,158.25,0.14
1/1/2012,7.5,134.5,0.25
1/1/2012,9,168,0.1
1/1/2012,-34,-64,191.04
1/1/2012,-33,-56,8.59
1/1/2012,-30,-71,79.7
1/1/2012,-23,-58,5.19
1/1/2012,-17,-65,18.49
1/1/2012,-17,-65,18.49
1/1/2012,-10,-76,53.94
1/1/2012,-10,-55,460.06
1/1/2012,-2,-77.5,37.46
1/1/2012,4,-72,79.35
1/1/2012,4,-56,2.24
1/1/2012,5,-59,1.99
1/1/2012,8,-66,197.73
1/1/2012,8,-66,197.73
1/1/2011,-29.5,28.5,2.33
1/1/2011,-29,24,468.93
1/1/2011,-22,17,2.76
1/1/2011,-22,24,4.14
1/1/2011,-20.2833,57.55,3.92
1/1/2011,-20,30,9.44
1/1/2011,-20,47,2.31
1/1/2011,-18.25,35,3.11
1/1/2011,-15,30,2.79
1/1/2011,-13.5,34,1.16
1/1/2011,-12.5,18.5,30.14
1/1/2011,-12.1667,44.25,0.14
1/1/2011,-6,35,7.81
1/1/2011,-4.5833,55.6667,0.34
1/1/2011,-3.5,30,0.24
1/1/2011,-2,30,0.65
1/1/2011,-1,11.75,4.94
1/1/2011,-1,15,2.25
1/1/2011,0,25,2.44
1/1/2011,1,7,0.1
1/1/2011,1,32,4.07
1/1/2011,1,38,12.93
1/1/2011,2,10,6.12
1/1/2011,6,12,5.63
1/1/2011,6.5,-9.5,0.88
1/1/2011,7,21,0.28
1/1/2011,8,-5,6.35
1/1/2011,8,-5,6.35
1/1/2011,8,-2,9.53
1/1/2011,8,1.1667,2.51
1/1/2011,8,38,7.48
1/1/2011,8.5,-11.5,0.74
1/1/2011,9.5,2.25,5.12
1/1/2011,10,8,94.23
1/1/2011,10,49,0.6
1/1/2011,11,-10,2.73
1/1/2011,11.5,43,0.47
1/1/2011,12,-15,0.25
1/1/2011,13,-2,2.14
1/1/2011,13.4667,-16.5667,0.45
1/1/2011,14,-14,7.82
1/1/2011,15,19,0.54
1/1/2011,15,30,13.99
1/1/2011,15,39,0.57
1/1/2011,16,8,1.32
1/1/2011,17,-4,1.04
1/1/2011,20,-12,2.11
1/1/2011,25,17,39.26
1/1/2011,25,17,39.26
1/1/2011,27,30,213.27
1/1/2011,28,3,119.81
1/1/2011,32,-5,57.7
1/1/2011,34,9,25.52
1/1/2011,-8.55,125.5167,0.25
1/1/2011,-5,120,601.33
1/1/2011,1.3667,103.8,45.18
1/1/2011,2.5,112.5,217.68
1/1/2011,3.25,73,0.99
1/1/2011,4.5,114.6667,9.54
1/1/2011,4.5,114.6667,9.54
1/1/2011,7,81,14.89
1/1/2011,13,105,5.09
1/1/2011,13,122,83.53
1/1/2011,15,48,19.51
1/1/2011,15,100,275.84
1/1/2011,16,106,145.05
1/1/2011,16,106,145.05
1/1/2011,20,77,"1,817.17"
1/1/2011,21,57,53.26
1/1/2011,22,98,14.22
1/1/2011,22,98,14.22
1/1/2011,22.1667,113.55,1.45
1/1/2011,22.25,114.1667,43.57
1/1/2011,24,54,162.7
1/1/2011,24,90,61.6
1/1/2011,25,45,497.66
1/1/2011,25.5,51.25,79.65
1/1/2011,26,50.55,28.44
1/1/2011,27.5,90.5,0.67
1/1/2011,28,84,5.28
1/1/2011,29.3375,47.6581,90.63
1/1/2011,30,70,158.34
1/1/2011,31,36,21.24
1/1/2011,31.5,34.75,68.59
1/1/2011,32,53,579.04
1/1/2011,33,44,132.83
1/1/2011,33,65,12.23
1/1/2011,33.8333,35.8333,20.26
1/1/2011,35,33,7.7
1/1/2011,35,38,56.14
1/1/2011,35,105,"9,388.20"
1/1/2011,36,138,"1,261.40"
1/1/2011,37,127.5,588.44
1/1/2011,37,127.5,588.44
1/1/2011,39,35,344.75
1/1/2011,39,71,2.32
1/1/2011,40,45,4.97
1/1/2011,40,60,62.18
1/1/2011,40,127,47.24
1/1/2011,40.5,47.5,33.4
1/1/2011,41,64,113.05
1/1/2011,41,75,7.55
1/1/2011,42,43.5,7.79
1/1/2011,46,105,21.43
1/1/2011,48,68,227.08
1/1/2011,60,100,"1,712.42"
1/1/2011,60,100,"1,712.42"
1/1/2011,35,33,7.7
1/1/2011,35.8333,14.5833,2.66
1/1/2011,39,22,94.53
1/1/2011,39,35,344.75
1/1/2011,39.5,-8,51.7
1/1/2011,40,-4,284.59
1/1/2011,40,45,4.97
1/1/2011,40.5,47.5,33.4
1/1/2011,41,20,5.24
1/1/2011,41.8333,22,9.39
1/1/2011,42,19,2.57
1/1/2011,42,43.5,7.79
1/1/2011,42.5,1.6,0.49
1/1/2011,42.8333,12.8333,413.43
1/1/2011,43,25,53.12
1/1/2011,44,18,23.76
1/1/2011,44,21,48.96
1/1/2011,45.1667,15.5,20.8
1/1/2011,46,2,372.79
1/1/2011,46,15,16.34
1/1/2011,46,25,89.34
1/1/2011,47,8,40.98
1/1/2011,47,20,50.36
1/1/2011,47,29,4.96
1/1/2011,47.1667,9.5333,0.18
1/1/2011,47.3333,13.3333,70.12
1/1/2011,48,68,227.08
1/1/2011,48.6667,19.5,37.93
1/1/2011,49,32,307.07
1/1/2011,49.75,6.1667,11.05
1/1/2011,49.75,15.5,115.02
1/1/2011,50.8333,4,104.16
1/1/2011,51,9,810.8
1/1/2011,52,20,331.69
1/1/2011,52.5,5.75,169.12
1/1/2011,53,-8,38.01
1/1/2011,53,28,62.77
1/1/2011,54,-2,469.81
1/1/2011,56,10,44.32
1/1/2011,56,24,14.07
1/1/2011,57,25,7.88
1/1/2011,59,26,19.1
1/1/2011,60,100,"1,712.42"
1/1/2011,60,100,"1,712.42"
1/1/2011,62,10,44.98
1/1/2011,62,15,48.97
1/1/2011,64,26,56.54
1/1/2011,65,-18,3.49
1/1/2011,9,-80,9.9
1/1/2011,10,-84,7.58
1/1/2011,11,-61,46.81
1/1/2011,11,-61,46.81
1/1/2011,12.1167,-61.6667,0.25
1/1/2011,12.5,-69.9667,2.5
1/1/2011,13,-85,4.8
1/1/2011,13.1667,-59.5333,1.5
1/1/2011,13.25,-61.2,0.2
1/1/2011,13.25,-61.2,0.2
1/1/2011,13.25,-61.2,0.2
1/1/2011,13.8333,-88.9167,6.5
1/1/2011,13.8833,-61.1333,0.41
1/1/2011,15,-86.5,8.77
1/1/2011,15.4167,-61.3333,0.13
1/1/2011,15.5,-90.25,11.52
1/1/2011,17.05,-61.8,0.51
1/1/2011,17.25,-88.75,0.6
1/1/2011,17.3333,-62.75,0.23
1/1/2011,18.25,-77.5,7.8
1/1/2011,18.5,-64.5,0.18
1/1/2011,19,-72.4167,2.18
1/1/2011,19,-70.6667,20.78
1/1/2011,21.5,-80,35.77
1/1/2011,21.75,-71.5833,0.19
1/1/2011,23,-102,486.5
1/1/2011,24.25,-76,1.87
1/1/2011,32.3333,-64.75,0.44
1/1/2011,38,-97,"5,570.71"
1/1/2011,60,-95,560.78
1/1/2011,72,-40,0.71
1/1/2011,-41,174,34.33
1/1/2011,-27,133,404.25
1/1/2011,-21.5,165.5,3.63
1/1/2011,-20,-175,0.1
1/1/2011,-18,175,1.07
1/1/2011,-16,167,0.13
1/1/2011,-15,-140,0.83
1/1/2011,-13.5833,-172.3333,0.2
1/1/2011,-8,159,0.2
1/1/2011,-8,178,0.01
1/1/2011,-6,147,5.3
1/1/2011,-0.5333,166.9167,0.04
1/1/2011,1.4167,173,0.06
1/1/2011,6.9167,158.25,0.12
1/1/2011,7.5,134.5,0.25
1/1/2011,9,168,0.1
1/1/2011,-34,-64,190.25
1/1/2011,-33,-56,7.65
1/1/2011,-30,-71,78.08
1/1/2011,-23,-58,5.25
1/1/2011,-17,-65,15.85
1/1/2011,-17,-65,15.85
1/1/2011,-10,-76,48.69
1/1/2011,-10,-55,430.19
1/1/2011,-2,-77.5,37.97
1/1/2011,4,-72,75.74
1/1/2011,4,-56,1.96
1/1/2011,5,-59,1.78
1/1/2011,8,-66,175.86
1/1/2011,8,-66,175.86
1/1/2010,-29.5,28.5,2.28
1/1/2010,-29,24,472.48
1/1/2010,-22,17,3.1
1/1/2010,-22,24,4.65
1/1/2010,-20.2833,57.55,3.91
1/1/2010,-20,30,7.68
1/1/2010,-20,47,1.94
1/1/2010,-18.25,35,2.63
1/1/2010,-15,30,2.56
1/1/2010,-13.5,34,1.12
1/1/2010,-12.5,18.5,28.86
1/1/2010,-12.1667,44.25,0.16
1/1/2010,-6,35,6.84
1/1/2010,-4.5833,55.6667,0.44
1/1/2010,-3.5,30,0.21
1/1/2010,-2,30,0.58
1/1/2010,-1,11.75,4.78
1/1/2010,-1,15,1.97
1/1/2010,0,25,1.96
1/1/2010,1,7,0.1
1/1/2010,1,32,3.77
1/1/2010,1,38,11.75
1/1/2010,2,10,4.68
1/1/2010,6,12,6.66
1/1/2010,6.5,-9.5,0.78
1/1/2010,7,21,0.26
1/1/2010,8,-5,6.06
1/1/2010,8,-5,6.06
1/1/2010,8,-2,9.71
1/1/2010,8,1.1667,2.6
1/1/2010,8,38,6.4
1/1/2010,8.5,-11.5,0.58
1/1/2010,9.5,2.25,4.94
1/1/2010,10,8,90.32
1/1/2010,10,49,0.61
1/1/2010,11,-10,2.57
1/1/2010,11.5,43,0.52
1/1/2010,12,-15,0.24
1/1/2010,13,-2,1.89
1/1/2010,13.4667,-16.5667,0.43
1/1/2010,14,-14,7.28
1/1/2010,15,19,0.52
1/1/2010,15,30,14.38
1/1/2010,15,39,0.51
1/1/2010,16,8,1.17
1/1/2010,17,-4,0.96
1/1/2010,20,-12,1.96
1/1/2010,25,17,61.12
1/1/2010,25,17,61.12
1/1/2010,27,30,198.81
1/1/2010,28,3,117.81
1/1/2010,32,-5,56.2
1/1/2010,34,9,27.1
1/1/2010,-8.55,125.5167,0.23
1/1/2010,-5,120,427.79
1/1/2010,1.3667,103.8,55.6
1/1/2010,2.5,112.5,215.99
1/1/2010,3.25,73,0.93
1/1/2010,4.5,114.6667,8.06
1/1/2010,4.5,114.6667,8.06
1/1/2010,7,81,13.05
1/1/2010,13,105,4.92
1/1/2010,13,122,82.93
1/1/2010,15,48,23.15
1/1/2010,15,100,279.43
1/1/2010,16,106,136.11
1/1/2010,16,106,136.11
1/1/2010,20,77,"1,700.03"
1/1/2010,21,57,46.75
1/1/2010,22,98,12.44
1/1/2010,22,98,12.44
1/1/2010,22.1667,113.55,1.41
1/1/2010,22.25,114.1667,40.47
1/1/2010,24,54,158.16
1/1/2010,24,90,58.28
1/1/2010,25,45,517.72
1/1/2010,25.5,51.25,71.92
1/1/2010,26,50.55,29.07
1/1/2010,27.5,90.5,0.46
1/1/2010,28,84,4.89
1/1/2010,29.3375,47.6581,89.27
1/1/2010,30,70,157.76
1/1/2010,31,36,20.61
1/1/2010,31.5,34.75,68.29
1/1/2010,32,53,564.03
1/1/2010,33,44,110.99
1/1/2010,33,65,8.45
1/1/2010,33.8333,35.8333,20.02
1/1/2010,35,33,8.02
1/1/2010,35,38,60.72
1/1/2010,35,105,"8,500.54"
1/1/2010,36,138,"1,211.57"
1/1/2010,37,127.5,565.96
1/1/2010,37,127.5,565.96
1/1/2010,39,35,319.53
1/1/2010,39,71,2.52
1/1/2010,40,45,4.26
1/1/2010,40,60,57.11
1/1/2010,40,127,65.69
1/1/2010,40.5,47.5,30.63
1/1/2010,41,64,103.58
1/1/2010,41,75,6.31
1/1/2010,42,43.5,6.21
1/1/2010,46,105,13.82
1/1/2010,48,68,236.96
1/1/2010,60,100,"1,657.56"
1/1/2010,60,100,"1,657.56"
1/1/2010,35,33,8.02
1/1/2010,35.8333,14.5833,2.59
1/1/2010,39,22,97.34
1/1/2010,39,35,319.53
1/1/2010,39.5,-8,52.88
1/1/2010,40,-4,283.88
1/1/2010,40,45,4.26
1/1/2010,40.5,47.5,30.63
1/1/2010,41,20,4.59
1/1/2010,41.8333,22,8.6
1/1/2010,42,19,2.58
1/1/2010,42,43.5,6.21
1/1/2010,42.5,1.6,0.52
1/1/2010,42.8333,12.8333,424.87
1/1/2010,43,25,47.79
1/1/2010,44,18,21.15
1/1/2010,44,21,45.7
