Year,Population,Country,CO2 (MT),Country Code,Continent,Continent_Code,GDP
1/1/2010,89770,Seychelles,0.44334,SYC,Africa,AF,969936525.298729
1/1/2010,21362529,Syria,60.7164,SYR,Asia,AS,
1/1/2010,32660,Turks and Caicos Islands,0.19053,TCA,North America,NA,
1/1/2010,11952136,Chad,0.51662,TCD,Africa,AF,10657705536.4978
1/1/2010,6421679,Togo,2.5994,TGO,Africa,AF,3172945644.5585
1/1/2010,67195028,Thailand,279.4285,THA,Asia,AS,341105009515.333
1/1/2010,7527394,Tajikistan,2.5178,TJK,Asia,AS,5642178579.58438
1/1/2010,5087213,Turkmenistan,57.1089,TKM,Asia,AS,22583157894.7368
1/1/2010,1093523,Timor-Leste,0.2345,TLS,Asia,AS,894400000
1/1/2010,103986,Tonga,0.11725,TON,Oceania,OC,369485198.817979
1/1/2010,1328147,Trinidad and Tobago,47.8123,TTO,North America,NA,22157948396.2042
1/1/2010,10635244,Tunisia,27.1025,TUN,Africa,AF,44050929160.2627
1/1/2010,72326988,Turkey,319.5284,TUR,Asia,AS,771876791231.838
1/1/2010,72326988,Turkey,319.5284,TUR,Europe,EU,771876791231.838
1/1/2010,10530,Tuvalu,0.007328,TUV,Oceania,OC,31823518.6204366
1/1/2010,44346525,Tanzania,6.8406,TZA,Africa,AF,31407908612.0943
1/1/2010,32428167,Uganda,3.7652,UGA,Africa,AF,20186496527.1276
1/1/2010,45870700,Ukraine,293.5188,UKR,Europe,EU,136013155905.036
1/1/2010,3359275,Uruguay,6.2967,URY,South America,SA,40284481661.8726
1/1/2010,309326085,United States,5701.0758,USA,North America,NA,14964372000000
1/1/2010,28562400,Uzbekistan,103.5815,UZB,Asia,AS,39332770928.9426
1/1/2010,108255,Saint Vincent and the Grenadines,0.21984,VCT,North America,NA,681225962.962963
1/1/2010,28439940,Venezuela,188.1793,VEN,South America,SA,393190682070.491
1/1/2010,27794,British Virgin Islands,0.17221,VGB,North America,NA,
1/1/2010,87967651,Vietnam,136.1131,VNM,Asia,AS,115931749697.241
1/1/2010,236211,Vanuatu,0.12091,VUT,Oceania,OC,700804286.224354
1/1/2010,185949,Samoa,0.18686,WSM,Oceania,OC,643046733.391126
1/1/2010,23154855,Yemen,23.1519,YEM,Asia,AS,30906749533.221
1/1/2010,51216964,South Africa,472.4826,ZAF,Africa,AF,375298134440.469
1/1/2010,13605984,Zambia,2.5626,ZMB,Africa,AF,20265556273.582
1/1/2010,12697723,Zimbabwe,7.681,ZWE,Africa,AF,10141859709.6169
1/1/2011,102046,Aruba,2.4988,ABW,North America,NA,2584463687.15084
1/1/2011,30117413,Afghanistan,12.226,AFG,Asia,AS,17930239399.8149
1/1/2011,24220661,Angola,30.1421,AGO,Africa,AF,104115923082.737
1/1/2011,2905195,Albania,5.2359,ALB,Europe,EU,12890867538.5302
1/1/2011,83747,Andorra,0.49098,AND,Europe,EU,3442062830.13622
1/1/2011,8946777,United Arab Emirates,162.7049,ARE,Asia,AS,350908390034.037
1/1/2011,41261490,Argentina,190.2479,ARG,South America,SA,530163281574.658
1/1/2011,2876538,Armenia,4.9689,ARM,Asia,AS,10142111334.4961
1/1/2011,2876538,Armenia,4.9689,ARM,Europe,EU,10142111334.4961
1/1/2011,89253,Antigua and Barbuda,0.51296,ATG,North America,NA,1142042925.92593
1/1/2011,22340024,Australia,404.2466,AUS,Oceania,OC,1390557034407.97
1/1/2011,8391643,Austria,70.1157,AUT,Europe,EU,431120310088.82
1/1/2011,9173082,Azerbaijan,33.3966,AZE,Asia,AS,65951627200.2026
1/1/2011,9173082,Azerbaijan,33.3966,AZE,Europe,EU,65951627200.2026
1/1/2011,8958406,Burundi,0.23756,BDI,Africa,AF,2355652125.85184
1/1/2011,11038264,Belgium,104.1586,BEL,Europe,EU,527008453886.929
1/1/2011,9460830,Benin,5.1213,BEN,Africa,AF,7814081155.64988
1/1/2011,16081911,Burkina Faso,2.1412,BFA,Africa,AF,10724063457.8326
1/1/2011,149273778,Bangladesh,61.5975,BGD,Asia,AS,128637938711.386
1/1/2011,7348328,Bulgaria,53.1165,BGR,Europe,EU,57418391041.5926
1/1/2011,1278151,Bahrain,28.4388,BHR,Asia,AS,28776595744.6809
1/1/2011,359577,Bahamas,1.865,BHS,North America,NA,7890000000
1/1/2011,3661175,Bosnia and Herzegovina,23.7613,BIH,Europe,EU,18644723860.9709
1/1/2011,9473172,Belarus,62.7727,BLR,Europe,EU,61757788944.7236
1/1/2011,330237,Belize,0.6009,BLZ,North America,NA,1486712300
1/1/2011,64564,Bermuda,0.44334,BMU,North America,NA,5550771000
1/1/2011,10212954,Bolivia,15.8512,BOL,South America,SA,23963033443.8518
1/1/2011,197514534,Brazil,430.1949,BRA,South America,SA,2616201578192.25
1/1/2011,282987,Barbados,1.5042,BRB,North America,NA,4660900000
1/1/2011,393688,Brunei Darussalam,9.5447,BRN,Asia,AS,18525319977.7407
1/1/2011,693298,Bhutan,0.66746,BTN,Asia,AS,1820207625.80217
1/1/2011,2015402,Botswana,4.1384,BWA,Africa,AF,15682926895.9668
1/1/2011,4418636,Central African Republic,0.27846,CAF,Africa,AF,2212699746.81377
1/1/2011,34339328,Canada,560.7759,CAN,North America,NA,1788647906047.76
1/1/2011,7912398,Switzerland,40.9797,CHE,Europe,EU,699579638638.226
1/1/2011,17233576,Chile,78.0838,CHL,South America,SA,252251992029.442
1/1/2011,1344130000,China,9388.1992,CHN,Asia,AS,7572553836875.34
1/1/2011,21028655,Cote d'Ivoire,6.346,CIV,Africa,AF,25381616734.0693
1/1/2011,20906388,Cameroon,5.6306,CMR,Africa,AF,29337006833.0825
1/1/2011,66755153,Democratic Republic of Congo,2.4387,COD,Africa,AF,23849009737.6669
1/1/2011,4394844,Republic of the Congo,2.2485,COG,Africa,AF,14425607179.6639
1/1/2011,45663099,Colombia,75.7431,COL,South America,SA,335415162155.574
1/1/2011,706569,Comoros,0.13557,COM,Africa,AF,586281766.75997
1/1/2011,4633086,Costa Rica,7.5844,CRI,North America,NA,42262697840.385
1/1/2011,11236670,Cuba,35.7718,CUB,North America,NA,68990000000
1/1/2011,150831,Curacao,4.978,CUW,North America,NA,
1/1/2011,1124833,Cyprus,7.7002,CYP,Asia,AS,27427161523.4918
1/1/2011,1124833,Cyprus,7.7002,CYP,Europe,EU,27427161523.4918
1/1/2011,10496088,Czech Republic,115.0233,CZE,Europe,EU,227948349666.354
1/1/2011,80274983,Germany,810.8023,DEU,Europe,EU,3757698281117.55
1/1/2011,853674,Djibouti,0.47266,DJI,Africa,AF,1239144501.77525
1/1/2011,70916,Dominica,0.12824,DMA,North America,NA,501025303.333333
1/1/2011,5570572,Denmark,44.3155,DNK,Europe,EU,344003209695.606
1/1/2011,9813210,Dominican Republic,20.7807,DOM,North America,NA,57746684847.0898
1/1/2011,36661444,Algeria,119.8069,DZA,Africa,AF,200019057307.655
1/1/2011,15243883,Ecuador,37.9735,ECU,South America,SA,79276664000
1/1/2011,84529250,Egypt,213.271,EGY,Africa,AF,236001858960.015
1/1/2011,3213972,Eritrea,0.57142,ERI,Africa,AF,2607739837.39837
1/1/2011,46742697,Spain,284.5947,ESP,Europe,EU,1488067258325.2
1/1/2011,1327439,Estonia,19.0972,EST,Europe,EU,23170239900.7654
1/1/2011,90139927,Ethiopia,7.479,ETH,Africa,AF,31952763089.33
1/1/2011,5388272,Finland,56.5441,FIN,Europe,EU,273674236772.815
1/1/2011,863449,Fiji,1.0679,FJI,Oceania,OC,3774530615.65916
1/1/2011,65342780,France,372.7926,FRA,Europe,EU,2862680142625.14
1/1/2011,103450,Micronesia,0.12091,FSM,Oceania,OC,310502100
1/1/2011,1684635,Gabon,4.942,GAB,Africa,AF,18186479172.7992
1/1/2011,63258918,United Kingdom,469.8115,GBR,Europe,EU,2619700404733.37
1/1/2011,3756441,Georgia,7.7854,GEO,Asia,AS,14434619982.2117
1/1/2011,3756441,Georgia,7.7854,GEO,Europe,EU,14434619982.2117
1/1/2011,25387710,Ghana,9.5335,GHA,Africa,AF,39566292432.8615
1/1/2011,10420471,Guinea,2.7347,GIN,Africa,AF,6785188889.09399
1/1/2011,1848147,Gambia,0.44701,GMB,Africa,AF,898283477.506705
1/1/2011,1562989,Guinea-Bissau,0.24549,GNB,Africa,AF,1099385895.08056
1/1/2011,986853,Equatorial Guinea,6.1225,GNQ,Africa,AF,21329395900.871
1/1/2011,11104899,Greece,94.5317,GRC,Europe,EU,287797822093.178
1/1/2011,106796,Grenada,0.25282,GRD,North America,NA,778648666.666667
1/1/2011,56890,Greenland,0.70715,GRL,North America,NA,2515245776.44495
1/1/2011,14948803,Guatemala,11.5205,GTM,North America,NA,47654841112.8523
1/1/2011,752028,Guyana,1.7807,GUY,South America,SA,2576024115.57832
1/1/2011,7071600,Hong Kong,43.5746,HKG,Asia,AS,248513617677.287
1/1/2011,8480671,Honduras,8.7735,HND,North America,NA,17710315005.9999
1/1/2011,4280622,Croatia,20.8017,HRV,Europe,EU,62236751773.0497
1/1/2011,10100320,Haiti,2.1843,HTI,North America,NA,7516834160.25277
1/1/2011,9971727,Hungary,50.358,HUN,Europe,EU,140782064609.187
1/1/2011,245116206,Indonesia,601.3254,IDN,Asia,AS,892969107923.094
1/1/2011,1250288729,India,1817.1716,IND,Asia,AS,1823049927771.46
1/1/2011,4580084,Ireland,38.0093,IRL,Europe,EU,239018540057.01
1/1/2011,74634956,Iran,579.04,IRN,Asia,AS,583500357530.417
1/1/2011,30725300,Iraq,132.8301,IRQ,Asia,AS,185749664444.444
1/1/2011,319014,Iceland,3.4864,ISL,Europe,EU,14674650434.6757
1/1/2011,7765800,Israel,68.5947,ISR,Asia,AS,261628548084.179
1/1/2011,59379449,Italy,413.4315,ITA,Europe,EU,2276292404600.52
1/1/2011,2825929,Jamaica,7.7976,JAM,North America,NA,14439910353.0576
1/1/2011,7663131,Jordan,21.2438,JOR,Asia,AS,28840263380.2817
1/1/2011,127833000,Japan,1261.3986,JPN,Asia,AS,6157459594823.72
1/1/2011,16557201,Kazakhstan,227.0796,KAZ,Asia,AS,192626507971.584
1/1/2011,16557201,Kazakhstan,227.0796,KAZ,Europe,EU,192626507971.584
1/1/2011,43178257,Kenya,12.9281,KEN,Africa,AF,41953433591.4101
1/1/2011,5514600,Kyrgyzstan,7.5535,KGZ,Asia,AS,6197766118.59856
1/1/2011,14541423,Cambodia,5.0943,KHM,Asia,AS,12829541141.0127
1/1/2011,104728,Kiribati,0.062288,KIR,Oceania,OC,177142135.121196
1/1/2011,49447,Saint Kitts and Nevis,0.23083,KNA,North America,NA,753225962.962963
1/1/2011,49936638,South Korea,588.4351,KOR,Asia,AS,1202463682633.85
1/1/2011,3168060,Kuwait,90.6301,KWT,Asia,AS,154027536231.884
1/1/2011,5202343,Lebanon,20.2641,LBN,Asia,AS,40075674163.2504
1/1/2011,4017443,Liberia,0.88098,LBR,Africa,AF,1545400000
1/1/2011,6247439,Libya,39.2646,LBY,Africa,AF,34699395523.6073
1/1/2011,175544,Saint Lucia,0.4067,LCA,North America,NA,1437684814.81481
1/1/2011,36293,Liechtenstein,0.17678,LIE,Europe,EU,5739977477.47748
1/1/2011,20398670,Sri Lanka,14.8866,LKA,Asia,AS,65292741296.5382
1/1/2011,2003787,Lesotho,2.3303,LSO,Africa,AF,2788022889.09394
1/1/2011,3028115,Lithuania,14.0666,LTU,Europe,EU,43476878139.2577
1/1/2011,518347,Luxembourg,11.0504,LUX,Europe,EU,60004630234.4135
1/1/2011,2059709,Latvia,7.8827,LVA,Europe,EU,28223552824.7508
1/1/2011,550832,Macao,1.4473,MAC,Asia,AS,36709860068.3445
1/1/2011,32781850,Morocco,57.6974,MAR,Africa,AF,101370474295.109
1/1/2011,3559986,Moldova,4.9633,MDA,Europe,EU,7015206498.21955
1/1/2011,21743967,Madagascar,2.3146,MDG,Africa,AF,9892702357.56691
1/1/2011,380495,Maldives,0.98562,MDV,Asia,AS,2774351757.78111
1/1/2011,115695473,Mexico,486.5032,MEX,North America,NA,1171187519660.64
1/1/2011,56531,Marshall Islands,0.10259,MHL,Oceania,OC,173260300
1/1/2011,2072487,Macedonia,9.3908,MKD,Europe,EU,10494632699.3859
1/1/2011,15514591,Mali,1.0442,MLI,Africa,AF,12978107560.5982
1/1/2011,416268,Malta,2.6553,MLT,Europe,EU,9504797627.39878
1/1/2011,50990615,Myanmar,14.2215,MMR,Asia,AS,59977326085.9908
1/1/2011,620079,Montenegro,2.5685,MNE,Europe,EU,4538198498.74896
1/1/2011,2770362,Mongolia,21.4265,MNG,Asia,AS,10409797649.3063
1/1/2011,24187487,Mozambique,3.1074,MOZ,Africa,AF,13131168011.807
1/1/2011,3598648,Mauritania,2.1105,MRT,Africa,AF,5179690135.80186
1/1/2011,1252404,Mauritius,3.9168,MUS,Africa,AF,11518393367.2403
1/1/2011,14962112,Malawi,1.156,MWI,Africa,AF,8003300198.30166
1/1/2011,28650955,Malaysia,217.6792,MYS,Asia,AS,297951960784.314
1/1/2011,2156701,Namibia,2.7648,NAM,Africa,AF,12409629835.6998
1/1/2011,254350,New Caledonia,3.628,NCL,Oceania,OC,
1/1/2011,17114761,Niger,1.3178,NER,Africa,AF,6409169889.50891
1/1/2011,162805071,Nigeria,94.2254,NGA,Africa,AF,411743801711.642
1/1/2011,5903039,Nicaragua,4.8017,NIC,North America,NA,9774316692.15985
1/1/2011,16693074,Netherlands,169.1187,NLD,Europe,EU,893757287201.688
1/1/2011,4953088,Norway,44.9826,NOR,Europe,EU,498831558925.86
1/1/2011,27041437,Nepal,5.2765,NPL,Asia,AS,18913574370.76
1/1/2011,10057,Nauru,0.040304,NRU,Oceania,OC,72751801.046087
1/1/2011,4384000,New Zealand,34.3288,NZL,Oceania,OC,168461998741.295
1/1/2011,3251108,Oman,53.2631,OMN,Asia,AS,67937307412.2237
1/1/2011,183340592,Pakistan,158.342,PAK,Asia,AS,213587413183.996
1/1/2011,3706483,Panama,9.9008,PAN,North America,NA,34373820500
1/1/2011,29264318,Peru,48.6913,PER,South America,SA,171761737046.585
1/1/2011,95570047,Philippines,83.5348,PHL,Asia,AS,224143083706.777
1/1/2011,17745,Palau,0.25282,PLW,Oceania,OC,200066900
1/1/2011,7472200,Papua New Guinea,5.3,PNG,Oceania,OC,17984816533.1084
1/1/2011,38063255,Poland,331.6946,POL,Europe,EU,528725113045.826
1/1/2011,24673385,North Korea,47.2381,PRK,Asia,AS,
1/1/2011,10557560,Portugal,51.7018,PRT,Europe,EU,244895101712.451
1/1/2011,6333976,Paraguay,5.2479,PRY,South America,SA,25099681460.8943
1/1/2011,267698,French Polynesia,0.83173,PYF,Oceania,OC,
1/1/2011,2035871,Qatar,79.6476,QAT,Asia,AS,167775274725.275
1/1/2011,20147528,Romania,89.3432,ROU,Europe,EU,185362855081.021
1/1/2011,142960868,Russia,1712.4248,RUS,Asia,AS,2051661732059.78
1/1/2011,142960868,Russia,1712.4248,RUS,Europe,EU,2051661732059.78
1/1/2011,10293331,Rwanda,0.65211,RWA,Africa,AF,6491683831.5094
1/1/2011,28267685,Saudi Arabia,497.659,SAU,Asia,AS,671238840106.667
1/1/2011,35349681,Sudan,13.9939,SDN,Africa,AF,67327289319.733
1/1/2011,13033809,Senegal,7.8194,SEN,Africa,AF,14390776643.965
1/1/2011,5183688,Singapore,45.1844,SGP,Asia,AS,275599459373.509
1/1/2011,541521,Solomon Islands,0.19786,SLB,Oceania,OC,886498370.696086
1/1/2011,6563240,Sierra Leone,0.74379,SLE,Africa,AF,2942546781.04548
1/1/2011,6210568,El Salvador,6.5005,SLV,North America,NA,23139040000
1/1/2011,12376302,Somalia,0.60456,SOM,Africa,AF,
1/1/2011,7234099,Serbia,48.9571,SRB,Europe,EU,46466728666.6103
1/1/2011,9830698,South Sudan,1.3038,SSD,Africa,AF,17826697892.2717
1/1/2011,184524,Sao Tome and Principe,0.10259,STP,Africa,AF,233213522.647122
1/1/2011,535179,Suriname,1.9598,SUR,South America,SA,4422276621.78703
1/1/2011,5398384,Slovakia,37.9328,SVK,Europe,EU,98181259740.0919
1/1/2011,2052843,Slovenia,16.3406,SVN,Europe,EU,51290792018.1074
1/1/2011,9449213,Sweden,48.97,SWE,Europe,EU,563109663291.177
1/1/2011,87441,Seychelles,0.34075,SYC,Africa,AF,1065826669.89742
1/1/2011,21082966,Syria,56.1393,SYR,Asia,AS,
1/1/2011,33377,Turks and Caicos Islands,0.19053,TCA,North America,NA,
1/1/2011,12360989,Chad,0.53861,TCD,Africa,AF,12156380425.0825
1/1/2011,6595943,Togo,2.5076,TGO,Africa,AF,3756023159.96
1/1/2011,67518382,Thailand,275.836,THA,Asia,AS,370818747396.833
1/1/2011,7697510,Tajikistan,2.32,TJK,Asia,AS,6522732202.50748
1/1/2011,5174085,Turkmenistan,62.1823,TKM,Asia,AS,29233333333.3333
1/1/2011,1113151,Timor-Leste,0.24549,TLS,Asia,AS,1053500000
1/1/2011,103562,Tonga,0.10259,TON,Oceania,OC,423011844.331641
1/1/2011,1336178,Trinidad and Tobago,46.807,TTO,North America,NA,25433011405.3017
1/1/2011,10741880,Tunisia,25.5243,TUN,Africa,AF,45810626509.4474
1/1/2011,73443863,Turkey,344.7455,TUR,Asia,AS,832546270783.83
1/1/2011,73443863,Turkey,344.7455,TUR,Europe,EU,832546270783.83
1/1/2011,10633,Tuvalu,0.007328,TUV,Oceania,OC,39312016.5033522
1/1/2011,45673338,Tanzania,7.807,TZA,Africa,AF,33878631649.4157
1/1/2011,33476919,Uganda,4.0678,UGA,Africa,AF,20176751242.0546
1/1/2011,45706100,Ukraine,307.0712,UKR,Europe,EU,163159671670.265
1/1/2011,3368934,Uruguay,7.6538,URY,South America,SA,47962439293.3696
1/1/2011,311580009,United States,5570.7066,USA,North America,NA,15517926000000
1/1/2011,29339400,Uzbekistan,113.0454,UZB,Asia,AS,45915191189.3237
1/1/2011,108316,Saint Vincent and the Grenadines,0.19786,VCT,North America,NA,676129407.407407
1/1/2011,28888369,Venezuela,175.8558,VEN,South America,SA,316482190800.364
1/1/2011,28319,British Virgin Islands,0.17587,VGB,North America,NA,
1/1/2011,88871561,Vietnam,145.0478,VNM,Asia,AS,135539438559.709
1/1/2011,242653,Vanuatu,0.1319,VUT,Oceania,OC,792149700.679116
1/1/2011,187469,Samoa,0.20152,WSM,Oceania,OC,739785121.889922
1/1/2011,23807588,Yemen,19.513,YEM,Asia,AS,32726417878.391
1/1/2011,52004172,South Africa,468.9272,ZAF,Africa,AF,416878162440.887
1/1/2011,14023193,Zambia,2.7926,ZMB,Africa,AF,23460098339.7453
1/1/2011,12894316,Zimbabwe,9.4399,ZWE,Africa,AF,12098450748.8603
1/1/2012,102560,Aruba,1.3484,ABW,North America,NA,
1/1/2012,31161376,Afghanistan,10.7421,AFG,Asia,AS,20536542736.7297
1/1/2012,25107931,Angola,33.1858,AGO,Africa,AF,115398371427.673
1/1/2012,2900401,Albania,4.9061,ALB,Europe,EU,12319784787.2987
1/1/2012,82427,Andorra,0.48731,AND,Europe,EU,3164615186.94591
1/1/2012,9141596,United Arab Emirates,173.9237,ARE,Asia,AS,374817974104.833
1/1/2012,41733271,Argentina,191.0447,ARG,South America,SA,545982375701.128
1/1/2012,2884229,Armenia,5.7483,ARM,Asia,AS,10619320048.5857
1/1/2012,2884229,Armenia,5.7483,ARM,Europe,EU,10619320048.5857
1/1/2012,90409,Antigua and Barbuda,0.52395,ATG,North America,NA,1211411703.7037
1/1/2012,22733465,Australia,407.1461,AUS,Oceania,OC,1538194473087.23
1/1/2012,8429991,Austria,67.6614,AUT,Europe,EU,409425234155.263
1/1/2012,9295784,Azerbaijan,35.4969,AZE,Asia,AS,69684317718.9409
1/1/2012,9295784,Azerbaijan,35.4969,AZE,Europe,EU,69684317718.9409
1/1/2012,9245988,Burundi,0.2736,BDI,Africa,AF,2472384906.99793
1/1/2012,11106932,Belgium,101.395,BEL,Europe,EU,497884216568.867
1/1/2012,9729248,Benin,5.3055,BEN,Africa,AF,8152554487.31321
1/1/2012,16571246,Burkina Faso,2.5503,BFA,Africa,AF,11166063466.5623
1/1/2012,151007807,Bangladesh,65.6025,BGD,Asia,AS,133355749482.478
1/1/2012,7305888,Bulgaria,48.2695,BGR,Europe,EU,53903028252.2996
1/1/2012,1299943,Bahrain,26.4482,BHR,Asia,AS,30749308510.6383
1/1/2012,363584,Bahamas,1.9676,BHS,North America,NA,10720500000
1/1/2012,3604972,Bosnia and Herzegovina,22.1362,BIH,Europe,EU,17226849297.07
1/1/2012,9464495,Belarus,63.6748,BLR,Europe,EU,65685102554.8759
1/1/2012,338000,Belize,0.47632,BLZ,North America,NA,1573618750
1/1/2012,64798,Bermuda,0.47632,BMU,North America,NA,5537537000
1/1/2012,10377676,Bolivia,18.4857,BOL,South America,SA,27084497539.7974
1/1/2012,199287296,Brazil,460.0631,BRA,South America,SA,2465188674415.03
1/1/2012,283700,Barbados,1.4499,BRB,North America,NA,4656350000
1/1/2012,398989,Brunei Darussalam,9.4934,BRN,Asia,AS,19048495518.5659
1/1/2012,701583,Bhutan,0.75381,BTN,Asia,AS,1823692109.61652
1/1/2012,2039551,Botswana,4.1856,BWA,Africa,AF,14686278707.4589
1/1/2012,4436415,Central African Republic,0.29312,CAF,Africa,AF,2184183758.31567
1/1/2012,34714222,Canada,563.6752,CAN,North America,NA,1824288757447.57
1/1/2012,7996861,Switzerland,42.2509,CHE,Europe,EU,668043614122.87
1/1/2012,17400347,Chile,79.7039,CHL,South America,SA,267122320056.702
1/1/2012,1350695000,China,9633.8993,CHN,Asia,AS,8560547314679.28
1/1/2012,21547188,Cote d'Ivoire,8.3429,CIV,Africa,AF,27040562587.1771
1/1/2012,21485266,Cameroon,5.975,CMR,Africa,AF,29104437355.0395
1/1/2012,69020747,Democratic Republic of Congo,2.3522,COD,Africa,AF,27463220380.0054
1/1/2012,4510198,Republic of the Congo,2.9508,COG,Africa,AF,13677930123.5919
1/1/2012,46076848,Colombia,79.3503,COL,South America,SA,369659697842.885
1/1/2012,723871,Comoros,0.1429,COM,Africa,AF,570865941.229395
1/1/2012,4688000,Costa Rica,7.607,CRI,North America,NA,46473128285.5589
1/1/2012,11257101,Cuba,35.9269,CUB,North America,NA,73141000000
1/1/2012,152088,Curacao,5.9943,CUW,North America,NA,
1/1/2012,1135046,Cyprus,7.1699,CYP,Asia,AS,25041372221.5084
1/1/2012,1135046,Cyprus,7.1699,CYP,Europe,EU,25041372221.5084
1/1/2012,10510785,Czech Republic,110.9141,CZE,Europe,EU,207376427020.815
1/1/2012,80425823,Germany,815.1974,DEU,Europe,EU,3543983909148.01
1/1/2012,868136,Djibouti,0.51662,DJI,Africa,AF,1353632941.5207
1/1/2012,70965,Dominica,0.13557,DMA,North America,NA,485997988.148148
1/1/2012,5591572,Denmark,39.8809,DNK,Europe,EU,327148899962.146
1/1/2012,9930911,Dominican Republic,21.6513,DOM,North America,NA,60613645121.3529
1/1/2012,37383887,Algeria,128.11,DZA,Africa,AF,209058991952.125
1/1/2012,15474102,Ecuador,37.4605,ECU,South America,SA,87924544000
1/1/2012,86422240,Egypt,211.9927,EGY,Africa,AF,279372758361.832
1/1/2012,,Eritrea,0.62967,ERI,Africa,AF,
1/1/2012,46773055,Spain,279.2713,ESP,Europe,EU,1336018949805.58
1/1/2012,1322696,Estonia,17.9381,EST,Europe,EU,23043864510.0543
1/1/2012,92726971,Ethiopia,8.1495,ETH,Africa,AF,43310721414.0829
1/1/2012,5413971,Finland,51.1119,FIN,Europe,EU,256706466091.089
1/1/2012,865069,Fiji,1.0411,FJI,Oceania,OC,3972012570.53467
1/1/2012,65659809,France,374.1126,FRA,Europe,EU,2681416108537.39
1/1/2012,104506,Micronesia,0.13557,FSM,Oceania,OC,326128700
1/1/2012,1749682,Gabon,5.0773,GAB,Africa,AF,17171446922.2104
1/1/2012,63700300,United Kingdom,487.6708,GBR,Europe,EU,2662085168498.93
1/1/2012,3728874,Georgia,8.2474,GEO,Asia,AS,15846474595.773
1/1/2012,3728874,Georgia,8.2474,GEO,Europe,EU,15846474595.773
1/1/2012,25996449,Ghana,11.5198,GHA,Africa,AF,41939728978.7281
1/1/2012,10652029,Guinea,2.5428,GIN,Africa,AF,7387103675.30283
1/1/2012,1905011,Gambia,0.45434,GMB,Africa,AF,910026287.341901
1/1/2012,1604979,Guinea-Bissau,0.25282,GNB,Africa,AF,989875559.094599
1/1/2012,1031191,Equatorial Guinea,5.1113,GNQ,Africa,AF,22389627294.4179
1/1/2012,11045011,Greece,91.4178,GRC,Europe,EU,245670666639.047
1/1/2012,107446,Grenada,0.27114,GRD,North America,NA,799882148.148148
1/1/2012,56810,Greenland,0.56792,GRL,North America,NA,2408666378.93828
1/1/2012,15270778,Guatemala,11.6466,GTM,North America,NA,50388454861.1111
1/1/2012,755399,Guyana,1.9932,GUY,South America,SA,2861562265.88301
1/1/2012,7150100,Hong Kong,43.1859,HKG,Asia,AS,262629441493.476
1/1/2012,8640691,Honduras,8.7871,HND,North America,NA,18528506894.0586
1/1/2012,4267558,Croatia,19.243,HRV,Europe,EU,56485301967.4205
1/1/2012,10250930,Haiti,2.2789,HTI,North America,NA,7890216507.68913
1/1/2012,9920362,Hungary,46.8085,HUN,Europe,EU,127856647107.82
1/1/2012,248452413,Indonesia,633.145,IDN,Asia,AS,917869910105.749
1/1/2012,1265782790,India,1983.7588,IND,Asia,AS,1827637859135.7
1/1/2012,4599533,Ireland,38.1948,IRL,Europe,EU,225571857948.338
1/1/2012,75539862,Iran,600.6803,IRN,Asia,AS,598853401276.104
1/1/2012,31890011,Iraq,151.0926,IRQ,Asia,AS,218000986222.639
1/1/2012,320716,Iceland,3.4887,ISL,Europe,EU,14218575093.024
1/1/2012,7910500,Israel,74.7845,ISR,Asia,AS,257296579579.346
1/1/2012,59539717,Italy,391.9904,ITA,Europe,EU,2072823157059.76
1/1/2012,2842132,Jamaica,7.4182,JAM,North America,NA,14800165406.7733
1/1/2012,8090872,Jordan,23.8131,JOR,Asia,AS,30937277605.6338
1/1/2012,127629000,Japan,1302.0829,JPN,Asia,AS,6203213121334.12
1/1/2012,16792089,Kazakhstan,233.8608,KAZ,Asia,AS,207998568865.789
1/1/2012,16792089,Kazakhstan,233.8608,KAZ,Europe,EU,207998568865.789
1/1/2012,44343410,Kenya,11.9672,KEN,Africa,AF,50412754821.9795
1/1/2012,5607200,Kyrgyzstan,9.9998,KGZ,Asia,AS,6605139933.41063
1/1/2012,14780454,Cambodia,5.3335,KHM,Asia,AS,14038383450.186
1/1/2012,106370,Kiribati,0.062288,KIR,Oceania,OC,188045661.627666
1/1/2012,49887,Saint Kitts and Nevis,0.21984,KNA,North America,NA,734462666.666667
1/1/2012,50199853,South Korea,583.632,KOR,Asia,AS,1222807284485.31
1/1/2012,3348853,Kuwait,101.8903,KWT,Asia,AS,174070025008.932
1/1/2012,5538634,Lebanon,22.3688,LBN,Asia,AS,43868565281.7247
1/1/2012,4135659,Liberia,1.0114,LBR,Africa,AF,1735500000
1/1/2012,6285750,Libya,52.4087,LBY,Africa,AF,
1/1/2012,176646,Saint Lucia,0.4067,LCA,North America,NA,1436803333.33333
1/1/2012,36615,Liechtenstein,0.18532,LIE,Europe,EU,5456009384.66461
1/1/2012,20425000,Sri Lanka,15.7757,LKA,Asia,AS,68434399083.41
1/1/2012,2014990,Lesotho,2.4036,LSO,Africa,AF,2678494689.40317
1/1/2012,2987773,Lithuania,14.1337,LTU,Europe,EU,42847900765.8065
1/1/2012,530946,Luxembourg,10.7881,LUX,Europe,EU,56677961787.0717
1/1/2012,2034319,Latvia,7.5839,LVA,Europe,EU,28119996053.2511
1/1/2012,564039,Macao,1.3117,MAC,Asia,AS,43031577366.4251
1/1/2012,33241898,Morocco,62.4833,MAR,Africa,AF,98266306615.3632
