Year,Population,Country,CO2 (MT),Country Code,Continent,Continent_Code,GDP
1/1/1970,78169289,Germany,1026.0223,DEU,Europe,EU,215021806498.156
1/1/1970,159659,Djibouti,0.13923,DJI,Africa,AF,
1/1/1970,71073,Dominica,0.025648,DMA,North America,NA,
1/1/1970,4928757,Denmark,62.0393,DNK,Europe,EU,17075466666.6667
1/1/1970,4499720,Dominican Republic,3.1051,DOM,North America,NA,1485400100
1/1/1970,14464985,Algeria,15.059,DZA,Africa,AF,4863487492.65763
1/1/1970,6069376,Ecuador,4.2782,ECU,South America,SA,2862504169.99893
1/1/1970,34513850,Egypt,21.654,EGY,Africa,AF,7682491836.22206
1/1/1970,1310945,Eritrea,,ERI,Africa,AF,
1/1/1970,33814531,Spain,116.7665,ESP,Europe,EU,40881655098.6451
1/1/1970,1360076,Estonia,16.6451,EST,Europe,EU,
1/1/1970,28415077,Ethiopia,1.6517,ETH,Africa,AF,
1/1/1970,4606307,Finland,40.355,FIN,Europe,EU,11365953567.3839
1/1/1970,520562,Fiji,0.52005,FJI,Oceania,OC,219878482.173564
1/1/1970,51957738,France,439.6251,FRA,Europe,EU,148948860281.091
1/1/1970,61417,Micronesia,,FSM,Oceania,OC,
1/1/1970,589314,Gabon,2.0812,GAB,Africa,AF,323802475.480977
1/1/1970,55663250,United Kingdom,652.5774,GBR,Europe,EU,130671946244.3
1/1/1970,4119900,Georgia,10.6888,GEO,Asia,AS,
1/1/1970,4119900,Georgia,10.6888,GEO,Europe,EU,
1/1/1970,8735495,Ghana,2.6216,GHA,Africa,AF,2215028588.45646
1/1/1970,4154605,Guinea,0.79142,GIN,Africa,AF,
1/1/1970,464410,Gambia,0.047632,GMB,Africa,AF,52296836.749388
1/1/1970,704939,Guinea-Bissau,0.069616,GNB,Africa,AF,78733594.8444943
1/1/1970,303982,Equatorial Guinea,0.03664,GNQ,Africa,AF,66331428.5714286
1/1/1970,8792806,Greece,24.1262,GRC,Europe,EU,13139862500
1/1/1970,94475,Grenada,0.043968,GRD,North America,NA,
1/1/1970,46400,Greenland,0.38106,GRL,North America,NA,69520026.6666667
1/1/1970,5621792,Guatemala,2.2964,GTM,North America,NA,1904000000
1/1/1970,704934,Guyana,1.5792,GUY,South America,SA,267800000
1/1/1970,3959000,Hong Kong,8.3925,HKG,Asia,AS,3800766535.62088
1/1/1970,2716654,Honduras,1.388,HND,North America,NA,723000000
1/1/1970,4412252,Croatia,11.6049,HRV,Europe,EU,
1/1/1970,4676230,Haiti,0.38448,HTI,North America,NA,
1/1/1970,10337910,Hungary,69.9346,HUN,Europe,EU,
1/1/1970,114793178,Indonesia,35.7914,IDN,Asia,AS,9742975377.80066
1/1/1970,555189792,India,194.729,IND,Asia,AS,61589800520
1/1/1970,2957250,Ireland,19.3937,IRL,Europe,EU,4401259497.2595
1/1/1970,28513866,Iran,91.7875,IRN,Asia,AS,10976245153.7954
1/1/1970,9917983,Iraq,23.8838,IRQ,Asia,AS,3281713805.65668
1/1/1970,204438,Iceland,1.3883,ISL,Europe,EU,531004659.090909
1/1/1970,2974000,Israel,16.5594,ISR,Asia,AS,7045666666.66667
1/1/1970,53821850,Italy,296.3645,ITA,Europe,EU,113021271995.043
1/1/1970,1875642,Jamaica,4.9886,JAM,North America,NA,1404776071.04284
1/1/1970,1721323,Jordan,1.5557,JOR,Asia,AS,639596751.610193
1/1/1970,104345000,Japan,767.9631,JPN,Asia,AS,211514189326.389
1/1/1970,13036139,Kazakhstan,182.6582,KAZ,Asia,AS,
1/1/1970,13036139,Kazakhstan,182.6582,KAZ,Europe,EU,
1/1/1970,11301394,Kenya,3.0782,KEN,Africa,AF,1603447357.24209
1/1/1970,2959900,Kyrgyzstan,7.8141,KGZ,Asia,AS,
1/1/1970,6996576,Cambodia,1.1723,KHM,Asia,AS,718401157.724163
1/1/1970,51151,Kiribati,0.021984,KIR,Oceania,OC,14295279.5446937
1/1/1970,44883,Saint Kitts and Nevis,,KNA,North America,NA,16300000
1/1/1970,32240827,South Korea,53.7164,KOR,Asia,AS,8999227202.47295
1/1/1970,744450,Kuwait,25.0215,KWT,Asia,AS,2873984878.18538
1/1/1970,2297434,Lebanon,3.9407,LBN,Asia,AS,
1/1/1970,1400730,Liberia,1.4506,LBR,Africa,AF,323099700
1/1/1970,2133526,Libya,32.3051,LBY,Africa,AF,
1/1/1970,104015,Saint Lucia,0.065952,LCA,North America,NA,
1/1/1970,21266,Liechtenstein,,LIE,Europe,EU,90098330.6654471
1/1/1970,12485740,Sri Lanka,3.5931,LKA,Asia,AS,2296470588.23529
1/1/1970,1028926,Lesotho,,LSO,Africa,AF,68738625.2274955
1/1/1970,3139689,Lithuania,15.433,LTU,Europe,EU,
1/1/1970,339171,Luxembourg,13.7354,LUX,Europe,EU,1509155062.52521
1/1/1970,2359164,Latvia,9.8585,LVA,Europe,EU,
1/1/1970,246194,Macao,0.20518,MAC,Asia,AS,
1/1/1970,16004731,Morocco,7.282,MAR,Africa,AF,3956328426.04486
1/1/1970,3044000,Moldova,14.9043,MDA,Europe,EU,
1/1/1970,6576305,Madagascar,0.97066,MDG,Africa,AF,1111859569.77066
1/1/1970,115691,Maldives,,MDV,Asia,AS,
1/1/1970,51493565,Mexico,113.9507,MEX,North America,NA,35541712000
1/1/1970,20395,Marshall Islands,,MHL,Oceania,OC,
1/1/1970,1720800,Macedonia,7.6221,MKD,Europe,EU,
1/1/1970,5949045,Mali,0.20152,MLI,Africa,AF,359772363.262207
1/1/1970,302650,Malta,0.66318,MLT,Europe,EU,250721821.553678
1/1/1970,27269069,Myanmar,4.6123,MMR,Asia,AS,
1/1/1970,512407,Montenegro,1.3557,MNE,Europe,EU,
1/1/1970,1278825,Mongolia,2.8465,MNG,Asia,AS,
1/1/1970,9022741,Mozambique,2.9809,MOZ,Africa,AF,
1/1/1970,1146780,Mauritania,0.42869,MRT,Africa,AF,209348253.60877
1/1/1970,826000,Mauritius,0.4983,MUS,Africa,AF,
1/1/1970,4703782,Malawi,0.45407,MWI,Africa,AF,290520116.266151
1/1/1970,10804131,Malaysia,14.5859,MYS,Asia,AS,3864170913.36731
1/1/1970,817469,Namibia,,NAM,Africa,AF,
1/1/1970,112000,New Caledonia,2.3926,NCL,Oceania,OC,358815681.903215
1/1/1970,4510644,Niger,0.21606,NER,Africa,AF,649916621.179857
1/1/1970,55982144,Nigeria,21.52,NGA,Africa,AF,12545849083.0183
1/1/1970,2406513,Nicaragua,1.4028,NIC,North America,NA,
1/1/1970,13038526,Netherlands,141.8033,NLD,Europe,EU,37677621537.7123
1/1/1970,3875763,Norway,27.9787,NOR,Europe,EU,12814123115.2613
1/1/1970,12074626,Nepal,0.22717,NPL,Asia,AS,865975308.641975
1/1/1970,6552,Nauru,0.065952,NRU,Oceania,OC,
1/1/1970,2810700,New Zealand,14.18,NZL,Oceania,OC,
1/1/1970,723851,Oman,0.2345,OMN,Asia,AS,256299496.040317
1/1/1970,58142060,Pakistan,20.5044,PAK,Asia,AS,10027088849.223
1/1/1970,1519285,Panama,2.2011,PAN,North America,NA,1351006400
1/1/1970,13459794,Peru,17.7658,PER,South America,SA,7432223176.77261
1/1/1970,35803594,Philippines,24.7514,PHL,Asia,AS,6687204834.3687
1/1/1970,11811,Palau,,PLW,Oceania,OC,
1/1/1970,2783121,Papua New Guinea,0.6925,PNG,Oceania,OC,645537126.217941
1/1/1970,32664300,Poland,304.1434,POL,Europe,EU,
1/1/1970,14410400,North Korea,73.4763,PRK,Asia,AS,
1/1/1970,8680431,Portugal,15.2365,PRT,Europe,EU,8109032775.45328
1/1/1970,2474763,Paraguay,0.74344,PRY,South America,SA,548758098.412698
1/1/1970,110495,French Polynesia,0.19419,PYF,Oceania,OC,254035999.217197
1/1/1970,109514,Qatar,7.5615,QAT,Asia,AS,301791301.791302
1/1/1970,20250398,Romania,119.9815,ROU,Europe,EU,
1/1/1970,130404000,Russia,1449.5706,RUS,Asia,AS,
1/1/1970,130404000,Russia,1449.5706,RUS,Europe,EU,
1/1/1970,3757358,Rwanda,0.058624,RWA,Africa,AF,219900006
1/1/1970,5836389,Saudi Arabia,45.2513,SAU,Asia,AS,5377333333.33333
1/1/1970,10281700,Sudan,4.4463,SDN,Africa,AF,2437666666.66667
1/1/1970,4257505,Senegal,1.3071,SEN,Africa,AF,1024832915.04328
1/1/1970,2074507,Singapore,18.1925,SGP,Asia,AS,1919508689.40285
1/1/1970,160250,Solomon Islands,0.040304,SLB,Oceania,OC,
1/1/1970,2744891,Sierra Leone,0.85738,SLE,Africa,AF,434410373.76415
1/1/1970,3673068,El Salvador,1.4283,SLV,North America,NA,1132920000
1/1/1970,3444568,Somalia,0.21618,SOM,Africa,AF,
1/1/1970,,Serbia,30.7105,SRB,Europe,EU,
1/1/1970,3494004,South Sudan,0.40426,SSD,Africa,AF,
1/1/1970,74564,Sao Tome and Principe,0.014656,STP,Africa,AF,
1/1/1970,367931,Suriname,1.6085,SUR,South America,SA,247150000
1/1/1970,4538223,Slovakia,49.3782,SVK,Europe,EU,
1/1/1970,1724891,Slovenia,8.8228,SVN,Europe,EU,
1/1/1970,8042801,Sweden,92.287,SWE,Europe,EU,37555366021.0315
1/1/1970,53600,Seychelles,0.029312,SYC,Africa,AF,18432031.3616773
1/1/1970,6350541,Syria,6.6499,SYR,Asia,AS,2140383695.94618
1/1/1970,5841,Turks and Caicos Islands,,TCA,North America,NA,
1/1/1970,3643604,Chad,0.12458,TCD,Africa,AF,469266736.605101
1/1/1970,2115522,Togo,0.2748,TGO,Africa,AF,253976626.166639
1/1/1970,36884536,Thailand,15.3525,THA,Asia,AS,7086538437.5
1/1/1970,2930107,Tajikistan,5.0981,TJK,Asia,AS,
1/1/1970,2195175,Turkmenistan,23.0209,TKM,Asia,AS,
1/1/1970,571565,Timor-Leste,,TLS,Asia,AS,
1/1/1970,84351,Tonga,0.025648,TON,Oceania,OC,
1/1/1970,945360,Trinidad and Tobago,8.9904,TTO,North America,NA,821850000
1/1/1970,5063809,Tunisia,3.7387,TUN,Africa,AF,1439238095.2381
1/1/1970,34876303,Turkey,42.5792,TUR,Asia,AS,17086956521.7391
1/1/1970,34876303,Turkey,42.5792,TUR,Europe,EU,17086956521.7391
1/1/1970,5735,Tuvalu,,TUV,Oceania,OC,
1/1/1970,13535481,Tanzania,1.7654,TZA,Africa,AF,
1/1/1970,9405600,Uganda,1.4428,UGA,Africa,AF,1260084033.61345
1/1/1970,47088857,Ukraine,439.0199,UKR,Europe,EU,
1/1/1970,2809793,Uruguay,5.7358,URY,South America,SA,2137096774.19355
1/1/1970,205052000,United States,4325.5008,USA,North America,NA,1075884000000
1/1/1970,12080317,Uzbekistan,77.9161,UZB,Asia,AS,
1/1/1970,90509,Saint Vincent and the Grenadines,0.029312,VCT,North America,NA,18450000
1/1/1970,11396393,Venezuela,74.4894,VEN,South America,SA,12848755555.5556
1/1/1970,9827,British Virgin Islands,0.01832,VGB,North America,NA,
1/1/1970,43404793,Vietnam,28.173,VNM,Asia,AS,
1/1/1970,85377,Vanuatu,0.040304,VUT,Oceania,OC,
1/1/1970,143149,Samoa,0.029312,WSM,Oceania,OC,
1/1/1970,6193384,Yemen,2.5098,YEM,Asia,AS,
1/1/1970,22069776,South Africa,149.6182,ZAF,Africa,AF,18418031639.3672
1/1/1970,4179067,Zambia,3.7659,ZMB,Africa,AF,1825285714.28571
1/1/1970,5289303,Zimbabwe,8.1541,ZWE,Africa,AF,1884206300
1/1/1971,59440,Aruba,0.80832,ABW,North America,NA,
1/1/1971,11475445,Afghanistan,1.8939,AFG,Asia,AS,1831108971.11111
1/1/1971,6040777,Angola,3.4054,AGO,Africa,AF,
1/1/1971,2187853,Albania,4.3492,ALB,Europe,EU,
1/1/1971,25559,Andorra,,AND,Europe,EU,89409820.3592814
1/1/1971,277471,United Arab Emirates,21.1669,ARE,Asia,AS,
1/1/1971,24259561,Argentina,88.8443,ARG,South America,SA,33293199095.4881
1/1/1971,2587708,Armenia,4.3144,ARM,Asia,AS,
1/1/1971,2587708,Armenia,4.3144,ARM,Europe,EU,
1/1/1971,64357,Antigua and Barbuda,0.42502,ATG,North America,NA,
1/1/1971,12937000,Australia,152.6295,AUS,Oceania,OC,45183111210.6619
1/1/1971,7500482,Austria,52.0692,AUT,Europe,EU,17858485956.6031
1/1/1971,5284531,Azerbaijan,41.6137,AZE,Asia,AS,
1/1/1971,5284531,Azerbaijan,41.6137,AZE,Europe,EU,
1/1/1971,3529997,Burundi,0.07328,BDI,Africa,AF,252842285.714286
1/1/1971,9673162,Belgium,121.3706,BEL,Europe,EU,29981290025.4913
1/1/1971,2976572,Benin,0.29312,BEN,Africa,AF,335072975.215766
1/1/1971,5723381,Burkina Faso,0.15022,BFA,Africa,AF,482411278.982439
1/1/1971,65531633,Bangladesh,3.6061,BGD,Asia,AS,8751842839.73302
1/1/1971,8536395,Bulgaria,64.2197,BGR,Europe,EU,
1/1/1971,220312,Bahrain,3.0375,BHR,Asia,AS,
1/1/1971,173889,Bahamas,6.7237,BHS,North America,NA,573400000
1/1/1971,3805287,Bosnia and Herzegovina,11.4727,BIH,Europe,EU,
1/1/1971,9115576,Belarus,64.663,BLR,Europe,EU,
1/1/1971,124793,Belize,0.1429,BLZ,North America,NA,59207317.0731707
1/1/1971,54600,Bermuda,0.23083,BMU,North America,NA,211100000
1/1/1971,4581740,Bolivia,3.0589,BOL,South America,SA,1095454545.45455
1/1/1971,97482920,Brazil,102.3579,BRA,South America,SA,49204456700.4516
1/1/1971,240094,Barbados,0.48365,BRB,North America,NA,
1/1/1971,135671,Brunei Darussalam,7.5112,BRN,Asia,AS,197523179.241883
1/1/1971,306955,Bhutan,0.003664,BTN,Asia,AS,
1/1/1971,646347,Botswana,,BWA,Africa,AF,126957494.407159
1/1/1971,1840518,Central African Republic,0.1832,CAF,Africa,AF,201450768.367553
1/1/1971,21962032,Canada,352.2851,CAN,North America,NA,99271961477.5203
1/1/1971,6213399,Switzerland,41.8879,CHE,Europe,EU,
1/1/1971,9942727,Chile,27.057,CHL,South America,SA,10884114754.0984
1/1/1971,841105000,China,874.0164,CHN,Asia,AS,99800958648.1436
1/1/1971,5328744,Cote d'Ivoire,2.4549,CIV,Africa,AF,1584128262.08933
1/1/1971,6689662,Cameroon,0.80918,CMR,Africa,AF,1233991075.11626
1/1/1971,20564067,Democratic Republic of Congo,2.9587,COD,Africa,AF,5594770351.56981
1/1/1971,1365899,Republic of the Congo,0.68517,COG,Africa,AF,322128019.323561
1/1/1971,22003980,Colombia,30.2819,COL,South America,SA,7820380970.53674
1/1/1971,234644,Comoros,0.029312,COM,Africa,AF,
1/1/1971,1896077,Costa Rica,1.527,CRI,North America,NA,1077152902.29104
1/1/1971,8868083,Cuba,19.5884,CUB,North America,NA,6914658400
1/1/1971,147389,Curacao,11.7075,CUW,North America,NA,
1/1/1971,620859,Cyprus,1.8835,CYP,Asia,AS,
1/1/1971,620859,Cyprus,1.8835,CYP,Europe,EU,
1/1/1971,9826815,Czech Republic,161.9773,CZE,Europe,EU,
1/1/1971,78312842,Germany,1037.2361,DEU,Europe,EU,249039217364.635
1/1/1971,169372,Djibouti,0.16122,DJI,Africa,AF,
1/1/1971,71568,Dominica,0.025648,DMA,North America,NA,
1/1/1971,4963126,Denmark,57.0095,DNK,Europe,EU,19085681968.1403
1/1/1971,4627210,Dominican Republic,3.5187,DOM,North America,NA,1666400000
1/1/1971,14872250,Algeria,18.6495,DZA,Africa,AF,5077222366.97472
1/1/1971,6247418,Ecuador,4.2194,ECU,South America,SA,2754220263.02528
1/1/1971,35311910,Egypt,23.0124,EGY,Africa,AF,8266003570.51773
1/1/1971,1347176,Eritrea,,ERI,Africa,AF,
1/1/1971,34224490,Spain,128.4585,ESP,Europe,EU,46492797365.2695
1/1/1971,1376955,Estonia,17.672,EST,Europe,EU,
1/1/1971,29248643,Ethiopia,1.8495,ETH,Africa,AF,
1/1/1971,4612124,Finland,40.5368,FIN,Europe,EU,12536710287.0134
1/1/1971,531635,Fiji,0.54927,FJI,Oceania,OC,247749327.721267
1/1/1971,52371342,France,463.1427,FRA,Europe,EU,166564460755.298
1/1/1971,62082,Micronesia,,FSM,Oceania,OC,
1/1/1971,600613,Gabon,2.8433,GAB,Africa,AF,381687073.058558
1/1/1971,55896223,United Kingdom,660.3883,GBR,Europe,EU,148113896325.14
1/1/1971,4163000,Georgia,11.3468,GEO,Asia,AS,
1/1/1971,4163000,Georgia,11.3468,GEO,Europe,EU,
1/1/1971,8973244,Ghana,2.2915,GHA,Africa,AF,2417108577.52739
1/1/1971,4223051,Guinea,0.81341,GIN,Africa,AF,
1/1/1971,478116,Gambia,0.05496,GMB,Africa,AF,55728608.974983
1/1/1971,718364,Guinea-Bissau,0.07328,GNB,Africa,AF,78540057.1428572
1/1/1971,298846,Equatorial Guinea,0.065952,GNQ,Africa,AF,64946954.756798
1/1/1971,8831036,Greece,27.7495,GRC,Europe,EU,14591755681.8182
1/1/1971,94221,Grenada,0.047632,GRD,North America,NA,
1/1/1971,47200,Greenland,0.46899,GRL,North America,NA,88570952.8688525
1/1/1971,5780480,Guatemala,2.4393,GTM,North America,NA,1984800000
1/1/1971,713684,Guyana,1.4986,GUY,South America,SA,282050000
1/1/1971,4045300,Hong Kong,9.1506,HKG,Asia,AS,4476001946.01486
1/1/1971,2798123,Honduras,1.3294,HND,North America,NA,731000000
1/1/1971,4431275,Croatia,12.4997,HRV,Europe,EU,
1/1/1971,4757182,Haiti,0.40274,HTI,North America,NA,
1/1/1971,10367537,Hungary,69.2094,HUN,Europe,EU,
1/1/1971,117880144,Indonesia,38.9554,IDN,Asia,AS,9937662111.85081
1/1/1971,567868018,India,205.3295,IND,Asia,AS,66452561868.4154
1/1/1971,2992050,Ireland,22.4761,IRL,Europe,EU,5104355308.54734
1/1/1971,29281591,Iran,101.6278,IRN,Asia,AS,13731801564.3564
1/1/1971,10255850,Iraq,28.8319,IRQ,Asia,AS,3865346534.65347
1/1/1971,206098,Iceland,1.4721,ISL,Europe,EU,675722954.545455
1/1/1971,3069000,Israel,16.2189,ISR,Asia,AS,6709000000
1/1/1971,54073490,Italy,311.0492,ITA,Europe,EU,124261125468.165
1/1/1971,1904276,Jamaica,5.7472,JAM,North America,NA,1539865513.92891
1/1/1971,1809182,Jordan,1.6544,JOR,Asia,AS,678241388.966676
1/1/1971,105697000,Japan,796.5444,JPN,Asia,AS,238914956436.922
1/1/1971,13250213,Kazakhstan,193.8585,KAZ,Asia,AS,
1/1/1971,13250213,Kazakhstan,193.8585,KAZ,Europe,EU,
1/1/1971,11713048,Kenya,3.6791,KEN,Africa,AF,1778391289.20054
1/1/1971,3022300,Kyrgyzstan,8.298,KGZ,Asia,AS,
1/1/1971,7139647,Cambodia,0.24891,KHM,Asia,AS,969911421.394181
1/1/1971,51980,Kiribati,0.029312,KIR,Oceania,OC,15278632.4786325
1/1/1971,44490,Saint Kitts and Nevis,,KNA,North America,NA,19624746.4503043
1/1/1971,32882704,South Korea,58.5498,KOR,Asia,AS,9889961111.91128
1/1/1971,798642,Kuwait,27.1173,KWT,Asia,AS,3880370401.57259
1/1/1971,2354047,Lebanon,5.3006,LBN,Asia,AS,
1/1/1971,1436738,Liberia,1.5239,LBR,Africa,AF,341543100
1/1/1971,2228146,Libya,21.6283,LBY,Africa,AF,
1/1/1971,105247,Saint Lucia,0.069616,LCA,North America,NA,
1/1/1971,21728,Liechtenstein,,LIE,Europe,EU,104888628.171944
1/1/1971,12747821,Sri Lanka,3.1935,LKA,Asia,AS,2369308600.33727
1/1/1971,1052614,Lesotho,,LSO,Africa,AF,76482102.9082774
1/1/1971,3179041,Lithuania,16.4099,LTU,Europe,EU,
1/1/1971,342421,Luxembourg,13.1947,LUX,Europe,EU,1572310771.77053
1/1/1971,2376389,Latvia,10.468,LVA,Europe,EU,
1/1/1971,248738,Macao,0.22717,MAC,Asia,AS,
1/1/1971,16350881,Morocco,8.1903,MAR,Africa,AF,4356633663.36634
1/1/1971,3087000,Moldova,15.822,MDA,Europe,EU,
1/1/1971,6757850,Madagascar,1.0256,MDG,Africa,AF,1199507629.99222
1/1/1971,119302,Maldives,0.003664,MDV,Asia,AS,
1/1/1971,53076373,Mexico,126.2114,MEX,North America,NA,39200880000
1/1/1971,21313,Marshall Islands,,MHL,Oceania,OC,
1/1/1971,1739521,Macedonia,8.2148,MKD,Europe,EU,
1/1/1971,6044530,Mali,0.22717,MLI,Africa,AF,430096738.369216
1/1/1971,302700,Malta,0.65952,MLT,Europe,EU,264579879.784878
1/1/1971,27913750,Myanmar,5.0995,MMR,Asia,AS,
1/1/1971,515449,Montenegro,1.4611,MNE,Europe,EU,
1/1/1971,1317050,Mongolia,3.0324,MNG,Asia,AS,
1/1/1971,9232655,Mozambique,3.611,MOZ,Africa,AF,
1/1/1971,1181674,Mauritania,0.39938,MRT,Africa,AF,227051054.984972
1/1/1971,839230,Mauritius,0.39571,MUS,Africa,AF,
1/1/1971,4829090,Malawi,0.5017,MWI,Africa,AF,365389567.21636
1/1/1971,11062433,Malaysia,16.6594,MYS,Asia,AS,4244340333.51899
1/1/1971,842354,Namibia,,NAM,Africa,AF,
1/1/1971,120000,New Caledonia,2.4182,NCL,Oceania,OC,413634335.270097
1/1/1971,4637988,Niger,0.23071,NER,Africa,AF,693573704.422866
1/1/1971,57296983,Nigeria,32.2515,NGA,Africa,AF,9181769911.50443
1/1/1971,2481341,Nicaragua,1.5054,NIC,North America,NA,
1/1/1971,13194497,Netherlands,140.6662,NLD,Europe,EU,44010160463.6591
1/1/1971,3903039,Norway,27.1662,NOR,Europe,EU,14583114840.0629
1/1/1971,12323982,Nepal,0.19786,NPL,Asia,AS,882765471.604938
1/1/1971,6678,Nauru,0.087936,NRU,Oceania,OC,
1/1/1971,2853000,New Zealand,15.049,NZL,Oceania,OC,7912290825.15868
1/1/1971,748968,Oman,2.0921,OMN,Asia,AS,301010587.102984
1/1/1971,59734481,Pakistan,19.4406,PAK,Asia,AS,10602058189.8362
1/1/1971,1563093,Panama,2.6003,PAN,North America,NA,1523917200
1/1/1971,13836367,Peru,18.5926,PER,South America,SA,8289582883.50129
1/1/1971,36849675,Philippines,27.5517,PHL,Asia,AS,7408305735.65309
1/1/1971,12053,Palau,,PLW,Oceania,OC,
1/1/1971,2849532,Papua New Guinea,0.8244,PNG,Oceania,OC,717716130.493883
1/1/1971,32783500,Poland,312.8808,POL,Europe,EU,
1/1/1971,14809521,North Korea,107.453,PRK,Asia,AS,
1/1/1971,8643756,Portugal,16.3757,PRT,Europe,EU,9202512367.49117
1/1/1971,2535873,Paraguay,0.63363,PRY,South America,SA,609047284.920635
1/1/1971,114382,French Polynesia,0.22717,PYF,Oceania,OC,296613496.873269
1/1/1971,119414,Qatar,9.1443,QAT,Asia,AS,387700084.245998
1/1/1971,20461567,Romania,125.6815,ROU,Europe,EU,
1/1/1971,131155000,Russia,1538.2421,RUS,Asia,AS,
1/1/1971,131155000,Russia,1538.2421,RUS,Europe,EU,
1/1/1971,3871439,Rwanda,0.062288,RWA,Africa,AF,222952578.196381
1/1/1971,6100626,Saudi Arabia,59.7566,SAU,Asia,AS,7184853347.5974
1/1/1971,10621472,Sudan,4.5637,SDN,Africa,AF,2656000000
1/1/1971,4387540,Senegal,1.351,SEN,Africa,AF,1058120427.15534
1/1/1971,2112900,Singapore,16.5771,SGP,Asia,AS,2262544100.3528
1/1/1971,166162,Solomon Islands,0.047632,SLB,Oceania,OC,50056882.8213879
1/1/1971,2798724,Sierra Leone,0.80242,SLE,Africa,AF,419549425.077086
1/1/1971,3770059,El Salvador,1.5088,SLV,North America,NA,1186120000
1/1/1971,3472367,Somalia,0.18686,SOM,Africa,AF,
1/1/1971,,Serbia,33.0925,SRB,Europe,EU,
1/1/1971,3575900,South Sudan,0.41495,SSD,Africa,AF,
1/1/1971,76347,Sao Tome and Principe,0.010992,STP,Africa,AF,
1/1/1971,369236,Suriname,1.7145,SUR,South America,SA,270650000
1/1/1971,4557449,Slovakia,51.8048,SVK,Europe,EU,
1/1/1971,1738335,Slovenia,9.5024,SVN,Europe,EU,
1/1/1971,8098334,Sweden,84.509,SWE,Europe,EU,40980345656.3725
1/1/1971,54695,Seychelles,0.032976,SYC,Africa,AF,21965951.7214804
1/1/1971,6570857,Syria,8.8742,SYR,Asia,AS,2589851693.01656
1/1/1971,5971,Turks and Caicos Islands,,TCA,North America,NA,
1/1/1971,3726189,Chad,0.15022,TCD,Africa,AF,501866730.722503
1/1/1971,2185662,Togo,0.3151,TGO,Africa,AF,286537524.990331
1/1/1971,37963278,Thailand,19.2211,THA,Asia,AS,7375000024.03846
1/1/1971,3020413,Tajikistan,5.4125,TJK,Asia,AS,
1/1/1971,2258965,Turkmenistan,24.4382,TKM,Asia,AS,
1/1/1971,585251,Timor-Leste,,TLS,Asia,AS,
1/1/1971,85499,Tonga,0.01832,TON,Oceania,OC,
1/1/1971,955741,Trinidad and Tobago,8.0964,TTO,North America,NA,896754316.674262
1/1/1971,5176295,Tunisia,4.2076,TUN,Africa,AF,1685217058.71103
1/1/1971,35720599,Turkey,47.6382,TUR,Asia,AS,16256619963.7997
1/1/1971,35720599,Turkey,47.6382,TUR,Europe,EU,16256619963.7997
1/1/1971,5766,Tuvalu,,TUV,Oceania,OC,
1/1/1971,13971695,Tanzania,2.4615,TZA,Africa,AF,
1/1/1971,9671860,Uganda,1.4391,UGA,Africa,AF,1417787114.84594
1/1/1971,47435010,Ukraine,465.8754,UKR,Europe,EU,
1/1/1971,2818281,Uruguay,5.8019,URY,South America,SA,2807258064.51613
1/1/1971,207661000,United States,4351.3087,USA,North America,NA,1167770000000
1/1/1971,12446443,Uzbekistan,82.6726,UZB,Asia,AS,
1/1/1971,91491,Saint Vincent and the Grenadines,0.029312,VCT,North America,NA,20051648.1847182
1/1/1971,11745945,Venezuela,62.5002,VEN,South America,SA,14625295454.5455
1/1/1971,10017,British Virgin Islands,0.021984,VGB,North America,NA,
1/1/1971,44484035,Vietnam,24.5054,VNM,Asia,AS,
1/1/1971,88010,Vanuatu,0.058624,VUT,Oceania,OC,
1/1/1971,145413,Samoa,0.03664,WSM,Oceania,OC,
1/1/1971,6290365,Yemen,1.9712,YEM,Asia,AS,
1/1/1971,22665271,South Africa,168.3923,ZAF,Africa,AF,20334172259.5078
1/1/1971,4319224,Zambia,3.7867,ZMB,Africa,AF,1687000000
1/1/1971,5476982,Zimbabwe,8.7327,ZWE,Africa,AF,2178716300
1/1/1972,59840,Aruba,0.78378,ABW,North America,NA,
1/1/1972,11791215,Afghanistan,1.5312,AFG,Asia,AS,1595555475.55556
1/1/1972,6248552,Angola,4.5005,AGO,Africa,AF,
1/1/1972,2243126,Albania,5.6389,ALB,Europe,EU,
1/1/1972,26892,Andorra,,AND,Europe,EU,113408231.944085
1/1/1972,330974,United Arab Emirates,23.4349,ARE,Asia,AS,
1/1/1972,24653175,Argentina,90.0611,ARG,South America,SA,34733000536.2862
1/1/1972,2650486,Armenia,4.5455,ARM,Asia,AS,
1/1/1972,2650486,Armenia,4.5455,ARM,Europe,EU,
1/1/1972,64133,Antigua and Barbuda,0.37373,ATG,North America,NA,
1/1/1972,13177000,Australia,157.3355,AUS,Oceania,OC,52003504672.8972
1/1/1972,7544201,Austria,56.0713,AUT,Europe,EU,22059612417.4058
1/1/1972,5385263,Azerbaijan,43.792,AZE,Asia,AS,
1/1/1972,5385263,Azerbaijan,43.792,AZE,Europe,EU,
1/1/1972,3569666,Burundi,0.07328,BDI,Africa,AF,246804571.428571
1/1/1972,9711115,Belgium,130.6378,BEL,Europe,EU,37408591329.8506
1/1/1972,3043567,Benin,0.38838,BEN,Africa,AF,410331900.950531
